Student ID,Question ID,topic,difficulty,correct,Response Time
W0EkQhrkI3an,29,,easy,1,10621
W0EkQhrkI3an,30,,easy,1,9393
bWRj9XHmvXaq,1,,hard,0,25154
bWRj9XHmvXaq,2,,easy,1,8385
bWRj9XHmvXaq,3,,easy,0,17325
bWRj9XHmvXaq,4,,easy,1,11875
bWRj9XHmvXaq,5,,medium,1,22168
bWRj9XHmvXaq,6,,easy,0,21078
bWRj9XHmvXaq,7,,easy,0,20736
bWRj9XHmvXaq,8,,easy,1,11875
bWRj9XHmvXaq,9,,easy,1,14256
bWRj9XHmvXaq,10,,easy,1,11875
bWRj9XHmvXaq,11,,easy,1,11875
bWRj9XHmvXaq,12,,easy,1,11875
bWRj9XHmvXaq,13,,easy,1,14134
bWRj9XHmvXaq,14,,medium,1,24882
bWRj9XHmvXaq,15,,medium,0,26021
bWRj9XHmvXaq,16,,easy,1,24080
bWRj9XHmvXaq,17,,easy,1,19964
bWRj9XHmvXaq,18,,hard,1,25532
bWRj9XHmvXaq,19,,easy,1,13502
bWRj9XHmvXaq,20,,hard,1,24510
bWRj9XHmvXaq,21,,hard,0,22198
bWRj9XHmvXaq,22,,easy,1,11875
bWRj9XHmvXaq,23,,hard,0,23879
bWRj9XHmvXaq,24,,hard,0,22277
bWRj9XHmvXaq,25,,hard,0,25327
bWRj9XHmvXaq,26,,hard,0,26987
bWRj9XHmvXaq,27,,easy,1,16278
bWRj9XHmvXaq,28,,medium,1,21175
bWRj9XHmvXaq,29,,easy,1,11875
bWRj9XHmvXaq,30,,easy,1,10581
aKKO0pyKuBaK,1,,hard,1,25300
aKKO0pyKuBaK,2,,easy,1,8385
aKKO0pyKuBaK,3,,easy,1,14134
aKKO0pyKuBaK,4,,easy,1,11875
aKKO0pyKuBaK,5,,medium,1,22168
aKKO0pyKuBaK,6,,easy,1,17508
aKKO0pyKuBaK,7,,easy,1,16250
aKKO0pyKuBaK,8,,easy,1,11875
aKKO0pyKuBaK,9,,easy,1,14256
aKKO0pyKuBaK,10,,easy,1,11875
aKKO0pyKuBaK,11,,easy,1,11875
aKKO0pyKuBaK,12,,easy,1,11875
aKKO0pyKuBaK,13,,easy,1,14134
aKKO0pyKuBaK,14,,medium,0,26134
aKKO0pyKuBaK,15,,medium,1,25025
aKKO0pyKuBaK,16,,easy,1,24080
aKKO0pyKuBaK,17,,easy,0,22892
aKKO0pyKuBaK,18,,hard,0,23977
aKKO0pyKuBaK,19,,easy,1,13502
aKKO0pyKuBaK,20,,hard,0,22616
aKKO0pyKuBaK,21,,hard,0,22198
aKKO0pyKuBaK,22,,easy,1,11875
aKKO0pyKuBaK,23,,hard,0,23879
aKKO0pyKuBaK,24,,hard,0,22277
aKKO0pyKuBaK,25,,hard,0,25327
aKKO0pyKuBaK,26,,hard,1,26871
aKKO0pyKuBaK,27,,easy,1,16278
aKKO0pyKuBaK,28,,medium,1,21175
aKKO0pyKuBaK,29,,easy,1,11875
aKKO0pyKuBaK,30,,easy,1,10581
OHaSXzUdzChO,1,,hard,1,28666
OHaSXzUdzChO,2,,easy,1,10308
OHaSXzUdzChO,3,,easy,1,16137
OHaSXzUdzChO,4,,easy,1,14711
OHaSXzUdzChO,5,,medium,1,24641
OHaSXzUdzChO,6,,easy,1,18515
OHaSXzUdzChO,7,,easy,1,17050
OHaSXzUdzChO,8,,easy,1,14711
OHaSXzUdzChO,9,,easy,1,15430
OHaSXzUdzChO,10,,easy,1,14711
OHaSXzUdzChO,11,,easy,1,14711
OHaSXzUdzChO,12,,easy,1,14711
OHaSXzUdzChO,13,,easy,1,16137
OHaSXzUdzChO,14,,medium,0,30678
OHaSXzUdzChO,15,,medium,1,27453
OHaSXzUdzChO,16,,easy,1,26141
OHaSXzUdzChO,17,,easy,0,24924
OHaSXzUdzChO,18,,hard,0,27376
OHaSXzUdzChO,19,,easy,1,14960
OHaSXzUdzChO,20,,hard,0,25429
OHaSXzUdzChO,21,,hard,0,25345
OHaSXzUdzChO,22,,easy,1,14711
OHaSXzUdzChO,23,,hard,0,27264
OHaSXzUdzChO,24,,hard,0,25952
OHaSXzUdzChO,25,,hard,1,28572
OHaSXzUdzChO,26,,hard,1,30446
OHaSXzUdzChO,27,,easy,1,18585
OHaSXzUdzChO,28,,medium,1,23165
OHaSXzUdzChO,29,,easy,1,14711
OHaSXzUdzChO,30,,easy,1,13008
nIdSwhLzwJKt,1,,hard,1,26396
nIdSwhLzwJKt,2,,easy,1,8435
nIdSwhLzwJKt,3,,easy,1,15118
nIdSwhLzwJKt,4,,easy,1,11845
nIdSwhLzwJKt,5,,medium,1,23632
nIdSwhLzwJKt,6,,easy,0,20152
nIdSwhLzwJKt,7,,easy,1,17040
nIdSwhLzwJKt,8,,easy,1,11845
nIdSwhLzwJKt,9,,easy,1,15071
nIdSwhLzwJKt,10,,easy,1,11845
nIdSwhLzwJKt,11,,easy,1,11845
nIdSwhLzwJKt,12,,easy,1,11845
nIdSwhLzwJKt,13,,easy,0,17185
nIdSwhLzwJKt,14,,medium,1,26019
nIdSwhLzwJKt,15,,medium,1,26168
nIdSwhLzwJKt,16,,easy,1,25239
nIdSwhLzwJKt,17,,easy,1,20922
nIdSwhLzwJKt,18,,hard,0,20843
nIdSwhLzwJKt,19,,easy,0,15867
nIdSwhLzwJKt,20,,hard,0,21420
nIdSwhLzwJKt,21,,hard,0,19597
nIdSwhLzwJKt,22,,easy,1,11845
nIdSwhLzwJKt,23,,hard,0,23431
nIdSwhLzwJKt,24,,hard,0,18124
nIdSwhLzwJKt,25,,hard,0,25310
nIdSwhLzwJKt,26,,hard,0,26965
nIdSwhLzwJKt,27,,easy,1,17034
nIdSwhLzwJKt,28,,medium,1,22573
nIdSwhLzwJKt,29,,easy,0,13200
nIdSwhLzwJKt,30,,easy,1,10009
QJccKPT4nu7V,1,,hard,1,28547
QJccKPT4nu7V,2,,easy,1,10223
QJccKPT4nu7V,3,,easy,1,16004
QJccKPT4nu7V,4,,easy,1,14590
QJccKPT4nu7V,5,,medium,0,30354
QJccKPT4nu7V,6,,easy,0,23182
QJccKPT4nu7V,7,,easy,1,17137
QJccKPT4nu7V,8,,easy,1,14590
QJccKPT4nu7V,9,,easy,1,15303
QJccKPT4nu7V,10,,easy,1,14590
QJccKPT4nu7V,11,,easy,1,14590
QJccKPT4nu7V,12,,easy,1,14590
QJccKPT4nu7V,13,,easy,0,22063
QJccKPT4nu7V,14,,medium,1,27861
QJccKPT4nu7V,15,,medium,1,28021
QJccKPT4nu7V,16,,easy,1,26274
QJccKPT4nu7V,17,,easy,1,21351
QJccKPT4nu7V,18,,hard,0,27864
QJccKPT4nu7V,19,,easy,1,14837
QJccKPT4nu7V,20,,hard,1,32420
QJccKPT4nu7V,21,,hard,0,25796
QJccKPT4nu7V,22,,easy,1,14590
QJccKPT4nu7V,23,,hard,1,30031
QJccKPT4nu7V,24,,hard,0,26414
QJccKPT4nu7V,25,,hard,1,28453
QJccKPT4nu7V,26,,hard,0,31430
QJccKPT4nu7V,27,,easy,1,18432
QJccKPT4nu7V,28,,medium,1,23645
QJccKPT4nu7V,29,,easy,1,14590
QJccKPT4nu7V,30,,easy,1,12900
xbNryveuRsXc,1,,hard,1,29493
xbNryveuRsXc,2,,easy,1,10483
xbNryveuRsXc,3,,easy,1,16173
xbNryveuRsXc,4,,easy,1,14796
xbNryveuRsXc,5,,medium,1,25985
xbNryveuRsXc,6,,easy,1,19082
xbNryveuRsXc,7,,easy,1,17524
xbNryveuRsXc,8,,easy,1,14796
xbNryveuRsXc,9,,easy,1,15531
xbNryveuRsXc,10,,easy,1,14796
xbNryveuRsXc,11,,easy,1,14796
xbNryveuRsXc,12,,easy,1,14796
xbNryveuRsXc,13,,easy,1,16173
xbNryveuRsXc,14,,medium,1,28784
xbNryveuRsXc,15,,medium,1,28950
xbNryveuRsXc,16,,easy,1,26941
xbNryveuRsXc,17,,easy,0,26506
xbNryveuRsXc,18,,hard,0,24899
xbNryveuRsXc,19,,easy,1,15033
xbNryveuRsXc,20,,hard,0,28757
xbNryveuRsXc,21,,hard,0,24474
xbNryveuRsXc,22,,easy,1,14796
xbNryveuRsXc,23,,hard,0,27651
xbNryveuRsXc,24,,hard,0,23877
xbNryveuRsXc,25,,hard,0,29585
xbNryveuRsXc,26,,hard,0,33260
xbNryveuRsXc,27,,easy,1,18627
xbNryveuRsXc,28,,medium,1,24428
xbNryveuRsXc,29,,easy,1,14796
xbNryveuRsXc,30,,easy,1,13228
w1PmKgj9FomZ,1,,hard,1,29493
w1PmKgj9FomZ,2,,easy,1,10483
w1PmKgj9FomZ,3,,easy,1,16173
w1PmKgj9FomZ,4,,easy,1,14796
w1PmKgj9FomZ,5,,medium,1,25985
w1PmKgj9FomZ,6,,easy,1,19082
w1PmKgj9FomZ,7,,easy,1,17524
w1PmKgj9FomZ,8,,easy,1,14796
w1PmKgj9FomZ,9,,easy,1,15531
w1PmKgj9FomZ,10,,easy,1,14796
w1PmKgj9FomZ,11,,easy,1,14796
w1PmKgj9FomZ,12,,easy,1,14796
w1PmKgj9FomZ,13,,easy,1,16173
w1PmKgj9FomZ,14,,medium,0,33552
w1PmKgj9FomZ,15,,medium,1,28950
w1PmKgj9FomZ,16,,easy,1,26941
w1PmKgj9FomZ,17,,easy,0,26506
w1PmKgj9FomZ,18,,hard,0,24899
w1PmKgj9FomZ,19,,easy,1,15033
w1PmKgj9FomZ,20,,hard,1,33613
w1PmKgj9FomZ,21,,hard,0,24474
w1PmKgj9FomZ,22,,easy,1,14796
w1PmKgj9FomZ,23,,hard,0,27651
w1PmKgj9FomZ,24,,hard,0,23877
w1PmKgj9FomZ,25,,hard,1,29396
w1PmKgj9FomZ,26,,hard,1,33047
w1PmKgj9FomZ,27,,easy,1,18627
w1PmKgj9FomZ,28,,medium,1,24428
w1PmKgj9FomZ,29,,easy,1,14796
w1PmKgj9FomZ,30,,easy,1,13228
KNvidOVZPDzA,1,,hard,0,27569
KNvidOVZPDzA,2,,easy,1,8835
KNvidOVZPDzA,3,,easy,1,14892
KNvidOVZPDzA,4,,easy,1,12552
KNvidOVZPDzA,5,,medium,1,24531
KNvidOVZPDzA,6,,easy,1,18600
KNvidOVZPDzA,7,,easy,1,17122
KNvidOVZPDzA,8,,easy,1,12552
KNvidOVZPDzA,9,,easy,1,15021
KNvidOVZPDzA,10,,easy,1,12552
KNvidOVZPDzA,11,,easy,1,12552
KNvidOVZPDzA,12,,easy,1,12552
KNvidOVZPDzA,13,,easy,0,17986
KNvidOVZPDzA,14,,medium,1,27271
KNvidOVZPDzA,15,,medium,0,28519
KNvidOVZPDzA,16,,easy,1,25582
KNvidOVZPDzA,17,,easy,1,21353
KNvidOVZPDzA,18,,hard,0,27707
KNvidOVZPDzA,19,,easy,1,14200
KNvidOVZPDzA,20,,hard,0,24787
KNvidOVZPDzA,21,,hard,0,24700
KNvidOVZPDzA,22,,easy,1,12552
KNvidOVZPDzA,23,,hard,0,26171
KNvidOVZPDzA,24,,hard,0,25168
KNvidOVZPDzA,25,,hard,0,27758
KNvidOVZPDzA,26,,hard,0,29578
KNvidOVZPDzA,27,,easy,1,17152
KNvidOVZPDzA,28,,medium,0,26537
KNvidOVZPDzA,29,,easy,1,12552
KNvidOVZPDzA,30,,easy,1,11066
7VpB1pGsv71N,1,,hard,0,19967
7VpB1pGsv71N,2,,easy,1,7078
7VpB1pGsv71N,3,,easy,0,15882
7VpB1pGsv71N,4,,easy,1,9940
7VpB1pGsv71N,5,,medium,1,21012
7VpB1pGsv71N,6,,easy,0,16495
7VpB1pGsv71N,7,,easy,1,14108
7VpB1pGsv71N,8,,easy,1,9940
7VpB1pGsv71N,9,,easy,1,12648
7VpB1pGsv71N,10,,easy,1,9940
7VpB1pGsv71N,11,,easy,1,9940
7VpB1pGsv71N,12,,easy,1,9940
7VpB1pGsv71N,13,,easy,1,14048
7VpB1pGsv71N,14,,medium,1,22901
7VpB1pGsv71N,15,,medium,1,23375
7VpB1pGsv71N,16,,easy,1,20763
7VpB1pGsv71N,17,,easy,1,18766
7VpB1pGsv71N,18,,hard,0,15034
7VpB1pGsv71N,19,,easy,1,12403
7VpB1pGsv71N,20,,hard,0,16957
7VpB1pGsv71N,21,,hard,0,15270
7VpB1pGsv71N,22,,easy,1,9940
7VpB1pGsv71N,23,,hard,0,17820
7VpB1pGsv71N,24,,hard,0,14088
7VpB1pGsv71N,25,,hard,1,23501
7VpB1pGsv71N,26,,hard,1,25038
7VpB1pGsv71N,27,,easy,1,14853
7VpB1pGsv71N,28,,medium,0,19674
7VpB1pGsv71N,29,,easy,1,9940
7VpB1pGsv71N,30,,easy,1,8399
R8OVhINU7nka,1,,hard,0,29296
R8OVhINU7nka,2,,easy,1,10223
R8OVhINU7nka,3,,easy,1,16004
R8OVhINU7nka,4,,easy,1,14590
R8OVhINU7nka,5,,medium,0,30354
R8OVhINU7nka,6,,easy,1,18610
R8OVhINU7nka,7,,easy,1,17137
R8OVhINU7nka,8,,easy,1,14590
R8OVhINU7nka,9,,easy,1,15303
R8OVhINU7nka,10,,easy,1,14590
R8OVhINU7nka,11,,easy,1,14590
R8OVhINU7nka,12,,easy,1,14590
R8OVhINU7nka,13,,easy,1,16004
R8OVhINU7nka,14,,medium,0,32004
R8OVhINU7nka,15,,medium,0,31867
R8OVhINU7nka,16,,easy,1,26274
R8OVhINU7nka,17,,easy,0,25475
R8OVhINU7nka,18,,hard,0,27864
R8OVhINU7nka,19,,easy,1,14837
R8OVhINU7nka,20,,hard,0,28860
R8OVhINU7nka,21,,hard,0,25796
R8OVhINU7nka,22,,easy,1,14590
R8OVhINU7nka,23,,hard,1,30031
R8OVhINU7nka,24,,hard,1,29673
R8OVhINU7nka,25,,hard,1,28453
R8OVhINU7nka,26,,hard,0,31430
R8OVhINU7nka,27,,easy,1,18432
R8OVhINU7nka,28,,medium,1,23645
R8OVhINU7nka,29,,easy,1,14590
R8OVhINU7nka,30,,easy,1,12900
Za018kn2raFk,1,,hard,1,29324
Za018kn2raFk,2,,easy,1,10295
Za018kn2raFk,3,,easy,1,15884
Za018kn2raFk,4,,easy,1,14532
Za018kn2raFk,5,,medium,0,31250
Za018kn2raFk,6,,easy,1,18741
Za018kn2raFk,7,,easy,1,17210
Za018kn2raFk,8,,easy,1,14532
Za018kn2raFk,9,,easy,1,15417
Za018kn2raFk,10,,easy,1,14532
Za018kn2raFk,11,,easy,1,14532
Za018kn2raFk,12,,easy,1,14532
Za018kn2raFk,13,,easy,0,22217
Za018kn2raFk,14,,medium,0,32949
Za018kn2raFk,15,,medium,0,32807
Za018kn2raFk,16,,easy,0,31799
Za018kn2raFk,17,,easy,0,26030
Za018kn2raFk,18,,hard,0,24222
Za018kn2raFk,19,,easy,1,14764
Za018kn2raFk,20,,hard,0,27974
Za018kn2raFk,21,,hard,0,23808
Za018kn2raFk,22,,easy,1,14532
Za018kn2raFk,23,,hard,1,30958
Za018kn2raFk,24,,hard,0,23227
Za018kn2raFk,25,,hard,0,29054
Za018kn2raFk,26,,hard,1,32858
Za018kn2raFk,27,,easy,1,18294
Za018kn2raFk,28,,medium,0,30477
Za018kn2raFk,29,,easy,1,14532
Za018kn2raFk,30,,easy,1,12991
IWu147zvpRWb,1,,hard,1,27867
IWu147zvpRWb,2,,easy,1,8432
IWu147zvpRWb,3,,easy,1,14985
IWu147zvpRWb,4,,easy,1,11841
IWu147zvpRWb,5,,medium,0,26381
IWu147zvpRWb,6,,easy,1,18693
IWu147zvpRWb,7,,easy,0,19417
IWu147zvpRWb,8,,easy,1,11841
IWu147zvpRWb,9,,easy,1,15064
IWu147zvpRWb,10,,easy,1,11841
IWu147zvpRWb,11,,easy,1,11841
IWu147zvpRWb,12,,easy,1,11841
IWu147zvpRWb,13,,easy,1,14985
IWu147zvpRWb,14,,medium,0,28216
IWu147zvpRWb,15,,medium,0,28033
IWu147zvpRWb,16,,easy,0,28425
IWu147zvpRWb,17,,easy,0,23687
IWu147zvpRWb,18,,hard,0,26719
IWu147zvpRWb,19,,easy,1,14126
IWu147zvpRWb,20,,hard,0,23923
IWu147zvpRWb,21,,hard,0,23610
IWu147zvpRWb,22,,easy,1,11841
IWu147zvpRWb,23,,hard,0,25259
IWu147zvpRWb,24,,hard,0,23822
IWu147zvpRWb,25,,hard,0,27285
IWu147zvpRWb,26,,hard,0,29069
IWu147zvpRWb,27,,easy,1,17003
IWu147zvpRWb,28,,medium,0,26142
IWu147zvpRWb,29,,easy,1,11841
IWu147zvpRWb,30,,easy,1,10561
d5279GvwAinX,1,,hard,1,26396
d5279GvwAinX,2,,easy,1,8435
d5279GvwAinX,3,,easy,1,15118
d5279GvwAinX,4,,easy,1,11845
d5279GvwAinX,5,,medium,1,23632
d5279GvwAinX,6,,easy,0,20152
d5279GvwAinX,7,,easy,1,17040
d5279GvwAinX,8,,easy,1,11845
d5279GvwAinX,9,,easy,1,15071
d5279GvwAinX,10,,easy,1,11845
d5279GvwAinX,11,,easy,1,11845
d5279GvwAinX,12,,easy,1,11845
d5279GvwAinX,13,,easy,1,15118
d5279GvwAinX,14,,medium,1,26019
d5279GvwAinX,15,,medium,0,25614
d5279GvwAinX,16,,easy,0,27098
d5279GvwAinX,17,,easy,1,20922
d5279GvwAinX,18,,hard,0,20843
d5279GvwAinX,19,,easy,1,14152
d5279GvwAinX,20,,hard,0,21420
d5279GvwAinX,21,,hard,0,19597
d5279GvwAinX,22,,easy,1,11845
d5279GvwAinX,23,,hard,0,23431
d5279GvwAinX,24,,hard,0,18124
d5279GvwAinX,25,,hard,0,25310
d5279GvwAinX,26,,hard,0,26965
d5279GvwAinX,27,,easy,1,17034
d5279GvwAinX,28,,medium,1,22573
d5279GvwAinX,29,,easy,1,11845
d5279GvwAinX,30,,easy,1,10009
SOvsRqc7VPKI,1,,hard,1,29324
SOvsRqc7VPKI,2,,easy,1,10295
SOvsRqc7VPKI,3,,easy,1,15884
SOvsRqc7VPKI,4,,easy,1,14532
SOvsRqc7VPKI,5,,medium,1,25520
SOvsRqc7VPKI,6,,easy,1,18741
SOvsRqc7VPKI,7,,easy,1,17210
SOvsRqc7VPKI,8,,easy,1,14532
SOvsRqc7VPKI,9,,easy,1,15417
SOvsRqc7VPKI,10,,easy,1,14532
SOvsRqc7VPKI,11,,easy,1,14532
SOvsRqc7VPKI,12,,easy,1,14532
SOvsRqc7VPKI,13,,easy,1,15884
SOvsRqc7VPKI,14,,medium,1,28270
SOvsRqc7VPKI,15,,medium,1,28432
SOvsRqc7VPKI,16,,easy,1,26459
SOvsRqc7VPKI,17,,easy,1,21501
SOvsRqc7VPKI,18,,hard,0,24222
SOvsRqc7VPKI,19,,easy,1,14764
SOvsRqc7VPKI,20,,hard,0,27974
SOvsRqc7VPKI,21,,hard,0,23808
SOvsRqc7VPKI,22,,easy,1,14532
SOvsRqc7VPKI,23,,hard,0,27154
SOvsRqc7VPKI,24,,hard,0,23227
SOvsRqc7VPKI,25,,hard,1,29228
SOvsRqc7VPKI,26,,hard,0,32662
SOvsRqc7VPKI,27,,easy,1,18294
SOvsRqc7VPKI,28,,medium,0,30477
SOvsRqc7VPKI,29,,easy,1,14532
SOvsRqc7VPKI,30,,easy,1,12991
WZiibWz2DWRQ,1,,hard,1,25746
WZiibWz2DWRQ,2,,easy,1,10075
WZiibWz2DWRQ,3,,easy,1,15772
WZiibWz2DWRQ,4,,easy,1,14378
WZiibWz2DWRQ,5,,medium,1,22558
WZiibWz2DWRQ,6,,easy,1,17816
WZiibWz2DWRQ,7,,easy,1,16666
WZiibWz2DWRQ,8,,easy,1,14378
WZiibWz2DWRQ,9,,easy,1,15027
WZiibWz2DWRQ,10,,easy,1,14378
WZiibWz2DWRQ,11,,easy,1,14378
WZiibWz2DWRQ,12,,easy,1,14378
WZiibWz2DWRQ,13,,easy,1,15772
WZiibWz2DWRQ,14,,medium,1,25320
WZiibWz2DWRQ,15,,medium,1,25466
WZiibWz2DWRQ,16,,easy,1,24504
WZiibWz2DWRQ,17,,easy,1,20316
WZiibWz2DWRQ,18,,hard,0,24400
WZiibWz2DWRQ,19,,easy,1,14622
WZiibWz2DWRQ,20,,hard,0,23014
WZiibWz2DWRQ,21,,hard,0,22589
WZiibWz2DWRQ,22,,easy,1,14378
WZiibWz2DWRQ,23,,hard,0,24300
WZiibWz2DWRQ,24,,hard,0,23131
WZiibWz2DWRQ,25,,hard,1,25661
WZiibWz2DWRQ,26,,hard,0,27463
WZiibWz2DWRQ,27,,easy,1,18165
WZiibWz2DWRQ,28,,medium,0,24849
WZiibWz2DWRQ,29,,easy,1,14378
WZiibWz2DWRQ,30,,easy,1,12713
6k8WibIW0Img,1,,hard,1,29324
6k8WibIW0Img,2,,easy,1,10295
6k8WibIW0Img,3,,easy,1,15884
6k8WibIW0Img,4,,easy,1,14532
6k8WibIW0Img,5,,medium,1,25520
6k8WibIW0Img,6,,easy,1,18741
6k8WibIW0Img,7,,easy,1,17210
6k8WibIW0Img,8,,easy,1,14532
6k8WibIW0Img,9,,easy,1,15417
6k8WibIW0Img,10,,easy,1,14532
6k8WibIW0Img,11,,easy,1,14532
6k8WibIW0Img,12,,easy,1,14532
6k8WibIW0Img,13,,easy,1,15884
6k8WibIW0Img,14,,medium,1,28270
6k8WibIW0Img,15,,medium,1,28432
6k8WibIW0Img,16,,easy,1,26459
6k8WibIW0Img,17,,easy,1,21501
6k8WibIW0Img,18,,hard,0,24222
6k8WibIW0Img,19,,easy,1,14764
6k8WibIW0Img,20,,hard,0,27974
6k8WibIW0Img,21,,hard,0,23808
6k8WibIW0Img,22,,easy,1,14532
6k8WibIW0Img,23,,hard,0,27154
6k8WibIW0Img,24,,hard,0,23227
6k8WibIW0Img,25,,hard,1,29228
6k8WibIW0Img,26,,hard,0,32662
6k8WibIW0Img,27,,easy,1,18294
6k8WibIW0Img,28,,medium,0,30477
6k8WibIW0Img,29,,easy,1,14532
6k8WibIW0Img,30,,easy,1,12991
BhvtwuIg7wvF,1,,hard,1,22195
BhvtwuIg7wvF,2,,easy,1,8349
BhvtwuIg7wvF,3,,easy,0,17454
BhvtwuIg7wvF,4,,easy,1,12670
BhvtwuIg7wvF,5,,medium,1,18644
BhvtwuIg7wvF,6,,easy,0,17917
BhvtwuIg7wvF,7,,easy,0,17902
BhvtwuIg7wvF,8,,easy,1,12670
