student_id,quiz_id,session_id,question_id,question_in_quiz,difficulty,topic,response_time,accuracy_so_far,number_of_questions_answered_so_far,accuracy_easy_so_far,accuracy_medium_so_far,accuracy_hard_so_far,average_response_time_so_far,last_1_correctness,last_2_correctness,last_3_correctness,correct,raw_row_index
0Hpj01paAdfZ,1,0Hpj01paAdfZ_quiz_1,21,21,hard,Misc / Tools,19099.0,0.5,20,0.6428571428571429,0.3333333333333333,0.0,17629.45,0,0,0,0,800
0Hpj01paAdfZ,1,0Hpj01paAdfZ_quiz_1,22,22,easy,Data & Features,11553.0,0.47619047619047616,21,0.6428571428571429,0.3333333333333333,0.0,17699.428571428572,0,0,0,1,801
0Hpj01paAdfZ,1,0Hpj01paAdfZ_quiz_1,23,23,hard,Clustering & Unsupervised,22835.0,0.5,22,0.6666666666666666,0.3333333333333333,0.0,17420.045454545456,1,0,0,0,802
0Hpj01paAdfZ,1,0Hpj01paAdfZ_quiz_1,24,24,hard,Data & Features,18166.0,0.4782608695652174,23,0.6666666666666666,0.3333333333333333,0.0,17655.478260869564,0,1,0,0,803
0Hpj01paAdfZ,1,0Hpj01paAdfZ_quiz_1,25,25,hard,Clustering & Unsupervised,24666.0,0.4583333333333333,24,0.6666666666666666,0.3333333333333333,0.0,17676.75,0,0,1,0,804
0Hpj01paAdfZ,1,0Hpj01paAdfZ_quiz_1,26,26,hard,Data & Features,26279.0,0.44,25,0.6666666666666666,0.3333333333333333,0.0,17956.32,0,0,0,0,805
0Hpj01paAdfZ,1,0Hpj01paAdfZ_quiz_1,27,27,easy,Data & Features,18185.0,0.4230769230769231,26,0.6666666666666666,0.3333333333333333,0.0,18276.423076923078,0,0,0,0,806
0Hpj01paAdfZ,1,0Hpj01paAdfZ_quiz_1,28,28,medium,Data & Features,22521.0,0.4074074074074074,27,0.625,0.3333333333333333,0.0,18273.037037037036,0,0,0,1,807
0Hpj01paAdfZ,1,0Hpj01paAdfZ_quiz_1,29,29,easy,Data & Features,11553.0,0.42857142857142855,28,0.625,0.5,0.0,18424.75,1,0,0,1,808
0Hpj01paAdfZ,1,0Hpj01paAdfZ_quiz_1,30,30,easy,Data & Features,9762.0,0.4482758620689655,29,0.6470588235294118,0.5,0.0,18187.793103448275,1,1,0,1,809
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,31,1,medium,Misc / Tools,24111.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1,4110
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,32,2,medium,Classification & Modeling,29072.0,1.0,1,0.0,1.0,0.0,24111.0,1,0,0,1,4111
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,33,3,easy,Data & Features,14173.0,1.0,2,0.0,1.0,0.0,26591.5,1,1,0,1,4112
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,34,4,easy,Data & Features,14234.0,1.0,3,1.0,1.0,0.0,22452.0,1,1,1,1,4113
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,35,5,easy,Data & Features,14234.0,1.0,4,1.0,1.0,0.0,20397.5,1,1,1,1,4114
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,36,6,medium,Data & Features,23230.0,1.0,5,1.0,1.0,0.0,19164.8,1,1,1,1,4115
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,37,7,easy,Classification & Modeling,22110.0,1.0,6,1.0,1.0,0.0,19842.333333333332,1,1,1,0,4116
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,38,8,hard,Data & Features,26395.0,0.8571428571428571,7,0.75,1.0,0.0,20166.285714285714,0,1,1,1,4117
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,39,9,easy,Data & Features,14338.0,0.875,8,0.75,1.0,1.0,20944.875,1,0,1,1,4118
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,40,10,easy,Data & Features,9762.0,0.8888888888888888,9,0.8,1.0,1.0,20210.777777777777,1,1,0,1,4119
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,41,11,easy,Data & Features,22744.0,0.9,10,0.8333333333333334,1.0,1.0,19165.9,1,1,1,0,4120
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,42,12,easy,Data & Features,8227.0,0.8181818181818182,11,0.7142857142857143,1.0,1.0,19491.18181818182,0,1,1,1,4121
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,43,13,medium,Data & Features,25193.0,0.8333333333333334,12,0.75,1.0,1.0,18552.5,1,0,1,0,4122
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,44,14,easy,Misc / Tools,20828.0,0.7692307692307693,13,0.75,0.75,1.0,19063.30769230769,0,1,0,1,4123
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,45,15,hard,Data & Features,19099.0,0.7857142857142857,14,0.7777777777777778,0.75,1.0,19189.35714285714,1,0,1,0,4124
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,46,16,easy,Data & Features,14338.0,0.7333333333333333,15,0.7777777777777778,0.75,0.5,19183.333333333332,0,1,0,1,4125
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,47,17,hard,Classification & Modeling,19679.0,0.75,16,0.8,0.75,0.5,18880.5,1,0,1,0,4126
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,48,18,easy,Classification & Modeling,20130.0,0.7058823529411765,17,0.8,0.75,0.3333333333333333,18927.470588235294,0,1,0,1,4127
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,49,19,hard,Data & Features,19099.0,0.7222222222222222,18,0.8181818181818182,0.75,0.3333333333333333,18994.277777777777,1,0,1,0,4128
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,50,20,easy,Classification & Modeling,16554.0,0.6842105263157895,19,0.8181818181818182,0.75,0.25,18999.78947368421,0,1,0,1,4129
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,51,21,easy,Classification & Modeling,16554.0,0.7,20,0.8333333333333334,0.75,0.25,18877.5,1,0,1,1,4130
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,52,22,easy,Data & Features,15032.0,0.7142857142857143,21,0.8461538461538461,0.75,0.25,18766.85714285714,1,1,0,1,4131
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,53,23,easy,Classification & Modeling,11119.0,0.7272727272727273,22,0.8571428571428571,0.75,0.25,18597.090909090908,1,1,1,1,4132
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,54,24,easy,Classification & Modeling,16039.0,0.7391304347826086,23,0.8666666666666667,0.75,0.25,18271.956521739132,1,1,1,1,4133
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,55,25,easy,Classification & Modeling,11316.0,0.75,24,0.875,0.75,0.25,18178.916666666668,1,1,1,1,4134
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,56,26,hard,Classification & Modeling,19099.0,0.76,25,0.8823529411764706,0.75,0.25,17904.4,1,1,1,0,4135
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,57,27,easy,Classification & Modeling,8227.0,0.7307692307692307,26,0.8823529411764706,0.75,0.2,17950.346153846152,0,1,1,1,4136
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,58,28,easy,Classification & Modeling,17146.0,0.7407407407407407,27,0.8888888888888888,0.75,0.2,17590.222222222223,1,0,1,1,4137
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,59,29,easy,Classification & Modeling,14646.0,0.75,28,0.8947368421052632,0.75,0.2,17574.35714285714,1,1,0,0,4138
0Hpj01paAdfZ,2,0Hpj01paAdfZ_quiz_2,60,30,easy,Classification & Modeling,16039.0,0.7241379310344828,29,0.85,0.75,0.2,17473.379310344826,0,1,1,1,4139
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,91,1,easy,Classification & Modeling,16554.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1,10920
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,92,2,easy,Classification & Modeling,11553.0,1.0,1,1.0,0.0,0.0,16554.0,1,0,0,1,10921
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,93,3,easy,Classification & Modeling,11553.0,1.0,2,1.0,0.0,0.0,14053.5,1,1,0,1,10922
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,94,4,easy,Classification & Modeling,11553.0,1.0,3,1.0,0.0,0.0,13220.0,1,1,1,1,10923
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,95,5,easy,Classification & Modeling,14234.0,1.0,4,1.0,0.0,0.0,12803.25,1,1,1,1,10924
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,96,6,easy,Classification & Modeling,11208.0,1.0,5,1.0,0.0,0.0,13089.4,1,1,1,1,10925
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,97,7,easy,Classification & Modeling,14458.0,1.0,6,1.0,0.0,0.0,12775.833333333334,1,1,1,1,10926
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,98,8,easy,Classification & Modeling,11208.0,1.0,7,1.0,0.0,0.0,13016.142857142857,1,1,1,1,10927
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,99,9,easy,Classification & Modeling,11208.0,1.0,8,1.0,0.0,0.0,12790.125,1,1,1,1,10928
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,100,10,easy,Classification & Modeling,11846.0,1.0,9,1.0,0.0,0.0,12614.333333333334,1,1,1,1,10929
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,101,11,easy,Classification & Modeling,11208.0,1.0,10,1.0,0.0,0.0,12537.5,1,1,1,1,10930
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,102,12,easy,Classification & Modeling,15610.0,1.0,11,1.0,0.0,0.0,12416.636363636364,1,1,1,0,10931
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,103,13,hard,Clustering & Unsupervised,19192.0,0.9166666666666666,12,0.9166666666666666,0.0,0.0,12682.75,0,1,1,0,10932
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,104,14,easy,Classification & Modeling,11846.0,0.8461538461538461,13,0.9166666666666666,0.0,0.0,13183.461538461539,0,0,1,1,10933
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,105,15,easy,Classification & Modeling,15426.0,0.8571428571428571,14,0.9230769230769231,0.0,0.0,13087.92857142857,1,0,0,1,10934
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,106,16,easy,Classification & Modeling,11119.0,0.8666666666666667,15,0.9285714285714286,0.0,0.0,13243.8,1,1,0,1,10935
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,107,17,medium,Classification & Modeling,27821.0,0.875,16,0.9333333333333333,0.0,0.0,13111.0,1,1,1,0,10936
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,108,18,medium,Classification & Modeling,23547.0,0.8235294117647058,17,0.9333333333333333,0.0,0.0,13976.29411764706,0,1,1,0,10937
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,109,19,medium,Classification & Modeling,24999.0,0.7777777777777778,18,0.9333333333333333,0.0,0.0,14508.0,0,0,1,0,10938
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,110,20,easy,Classification & Modeling,14338.0,0.7368421052631579,19,0.9333333333333333,0.0,0.0,15060.157894736842,0,0,0,1,10939
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,111,21,medium,Classification & Modeling,25736.0,0.75,20,0.9375,0.0,0.0,15024.05,1,0,0,0,10940
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,112,22,easy,Classification & Modeling,26223.0,0.7142857142857143,21,0.9375,0.0,0.0,15534.142857142857,0,1,0,0,10941
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,113,23,easy,Classification & Modeling,16554.0,0.6818181818181818,22,0.8823529411764706,0.0,0.0,16020.0,0,0,1,1,10942
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,114,24,easy,Classification & Modeling,22272.0,0.6956521739130435,23,0.8888888888888888,0.0,0.0,16043.217391304348,1,0,0,1,10943
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,115,25,easy,Classification & Modeling,14338.0,0.7083333333333334,24,0.8947368421052632,0.0,0.0,16302.75,1,1,0,1,10944
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,116,26,easy,Classification & Modeling,16893.0,0.72,25,0.9,0.0,0.0,16224.16,1,1,1,1,10945
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,117,27,easy,Classification & Modeling,11208.0,0.7307692307692307,26,0.9047619047619048,0.0,0.0,16249.884615384615,1,1,1,1,10946
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,118,28,hard,Classification & Modeling,19962.0,0.7407407407407407,27,0.9090909090909091,0.0,0.0,16063.148148148148,1,1,1,0,10947
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,119,29,hard,Classification & Modeling,24498.0,0.7142857142857143,28,0.9090909090909091,0.0,0.0,16202.392857142857,0,1,1,0,10948
0Hpj01paAdfZ,4,0Hpj01paAdfZ_quiz_4,120,30,easy,Classification & Modeling,14458.0,0.6896551724137931,29,0.9090909090909091,0.0,0.0,16488.44827586207,0,0,1,1,10949
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,121,1,easy,Classification & Modeling,11553.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1,15300
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,122,2,hard,Rules & Patterns,29253.0,1.0,1,1.0,0.0,0.0,11553.0,1,0,0,1,15301
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,123,3,easy,Rules & Patterns,13482.0,1.0,2,1.0,0.0,1.0,20403.0,1,1,0,1,15302
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,124,4,easy,Rules & Patterns,13170.0,1.0,3,1.0,0.0,1.0,18096.0,1,1,1,1,15303
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,125,5,easy,Rules & Patterns,11553.0,1.0,4,1.0,0.0,1.0,16864.5,1,1,1,1,15304
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,126,6,easy,Rules & Patterns,17712.0,1.0,5,1.0,0.0,1.0,15802.2,1,1,1,1,15305
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,127,7,medium,Rules & Patterns,27483.0,1.0,6,1.0,0.0,1.0,16120.5,1,1,1,1,15306
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,128,8,easy,Rules & Patterns,19905.0,1.0,7,1.0,1.0,1.0,17743.714285714286,1,1,1,0,15307
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,129,9,easy,Rules & Patterns,13482.0,0.875,8,0.8333333333333334,1.0,1.0,18013.875,0,1,1,1,15308
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,130,10,easy,Rules & Patterns,9762.0,0.8888888888888888,9,0.8571428571428571,1.0,1.0,17510.333333333332,1,0,1,1,15309
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,131,11,easy,Clustering & Unsupervised,11208.0,0.9,10,0.875,1.0,1.0,16735.5,1,1,0,1,15310
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,132,12,easy,Rules & Patterns,20130.0,0.9090909090909091,11,0.8888888888888888,1.0,1.0,16233.0,1,1,1,1,15311
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,133,13,easy,Rules & Patterns,20353.0,0.9166666666666666,12,0.9,1.0,1.0,16557.75,1,1,1,1,15312
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,134,14,medium,Rules & Patterns,25516.0,0.9230769230769231,13,0.9090909090909091,1.0,1.0,16849.69230769231,1,1,1,1,15313
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,135,15,easy,Rules & Patterns,9762.0,0.9285714285714286,14,0.9090909090909091,1.0,1.0,17468.714285714286,1,1,1,1,15314
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,136,16,easy,Rules & Patterns,16554.0,0.9333333333333333,15,0.9166666666666666,1.0,1.0,16954.933333333334,1,1,1,1,15315
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,137,17,easy,Rules & Patterns,13170.0,0.9375,16,0.9230769230769231,1.0,1.0,16929.875,1,1,1,1,15316
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,138,18,easy,Rules & Patterns,11553.0,0.9411764705882353,17,0.9285714285714286,1.0,1.0,16708.70588235294,1,1,1,1,15317
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,139,19,easy,Rules & Patterns,14234.0,0.9444444444444444,18,0.9333333333333333,1.0,1.0,16422.277777777777,1,1,1,1,15318
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,140,20,easy,Rules & Patterns,9762.0,0.9473684210526315,19,0.9375,1.0,1.0,16307.105263157895,1,1,1,1,15319
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,141,21,easy,Data & Features,11553.0,0.95,20,0.9411764705882353,1.0,1.0,15979.85,1,1,1,1,15320
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,142,22,easy,Rules & Patterns,16554.0,0.9523809523809523,21,0.9444444444444444,1.0,1.0,15769.047619047618,1,1,1,1,15321
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,143,23,easy,Rules & Patterns,14234.0,0.9545454545454546,22,0.9473684210526315,1.0,1.0,15804.727272727272,1,1,1,1,15322
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,144,24,easy,Data & Features,18847.0,0.9565217391304348,23,0.95,1.0,1.0,15736.434782608696,1,1,1,0,15323
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,145,25,hard,Data & Features,20875.0,0.9166666666666666,24,0.9047619047619048,1.0,1.0,15866.041666666666,0,1,1,0,15324
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,146,26,easy,Rules & Patterns,20299.0,0.88,25,0.9047619047619048,1.0,0.5,16066.4,0,0,1,1,15325
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,147,27,medium,Misc / Tools,25979.0,0.8846153846153846,26,0.9090909090909091,1.0,0.5,16229.192307692309,1,0,0,0,15326
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,148,28,medium,Rules & Patterns,27096.0,0.8518518518518519,27,0.9090909090909091,0.6666666666666666,0.5,16590.296296296296,0,1,0,0,15327
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,149,29,easy,Rules & Patterns,23510.0,0.8214285714285714,28,0.9090909090909091,0.5,0.5,16965.5,0,0,1,0,15328
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,150,30,easy,Rules & Patterns,16001.0,0.7931034482758621,29,0.8695652173913043,0.5,0.5,17191.172413793105,0,0,0,1,15329
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,1,1,hard,Misc / Tools,24649.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,1110
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,2,2,easy,Misc / Tools,8227.0,0.0,1,0.0,0.0,0.0,24649.0,0,0,0,1,1111
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,3,3,easy,Misc / Tools,14913.0,0.5,2,1.0,0.0,0.0,16438.0,1,0,0,1,1112
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,4,4,easy,Misc / Tools,11553.0,0.6666666666666666,3,1.0,0.0,0.0,15929.666666666666,1,1,0,1,1113
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,5,5,medium,Misc / Tools,23577.0,0.75,4,1.0,0.0,0.0,14835.5,1,1,1,1,1114
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,6,6,easy,Misc / Tools,18315.0,0.8,5,1.0,1.0,0.0,16583.8,1,1,1,1,1115
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,7,7,easy,Data & Features,18359.0,0.8333333333333334,6,1.0,1.0,0.0,16872.333333333332,1,1,1,0,1116
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,8,8,easy,Data & Features,11553.0,0.7142857142857143,7,0.8,1.0,0.0,17084.714285714286,0,1,1,1,1117
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,9,9,easy,Misc / Tools,17071.0,0.75,8,0.8333333333333334,1.0,0.0,16393.25,1,0,1,0,1118
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,10,10,easy,Misc / Tools,11553.0,0.6666666666666666,9,0.7142857142857143,1.0,0.0,16468.555555555555,0,1,0,1,1119
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,11,11,easy,Misc / Tools,11553.0,0.7,10,0.75,1.0,0.0,15977.0,1,0,1,1,1120
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,12,12,easy,Misc / Tools,11553.0,0.7272727272727273,11,0.7777777777777778,1.0,0.0,15574.818181818182,1,1,0,1,1121
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,13,13,easy,Misc / Tools,14913.0,0.75,12,0.8,1.0,0.0,15239.666666666666,1,1,1,1,1122
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,14,14,medium,Data & Features,25959.0,0.7692307692307693,13,0.8181818181818182,1.0,0.0,15214.538461538461,1,1,1,1,1123
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,15,15,medium,Data & Features,25133.0,0.7857142857142857,14,0.8181818181818182,1.0,0.0,15982.0,1,1,1,0,1124
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,16,16,easy,Data & Features,25058.0,0.7333333333333333,15,0.8181818181818182,0.6666666666666666,0.0,16592.066666666666,0,1,1,1,1125
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,17,17,easy,Data & Features,20772.0,0.75,16,0.8333333333333334,0.6666666666666666,0.0,17121.1875,1,0,1,1,1126
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,18,18,hard,Clustering & Unsupervised,20438.0,0.7647058823529411,17,0.8461538461538461,0.6666666666666666,0.0,17335.941176470587,1,1,0,0,1127
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,19,19,easy,Clustering & Unsupervised,13960.0,0.7222222222222222,18,0.8461538461538461,0.6666666666666666,0.0,17508.277777777777,0,1,1,1,1128
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,20,20,hard,Data & Features,21004.0,0.7368421052631579,19,0.8571428571428571,0.6666666666666666,0.0,17321.526315789473,1,0,1,0,1129
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,21,21,hard,Misc / Tools,19216.0,0.7,20,0.8571428571428571,0.6666666666666666,0.0,17505.65,0,1,0,0,1130
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,22,22,easy,Data & Features,11553.0,0.6666666666666666,21,0.8571428571428571,0.6666666666666666,0.0,17587.095238095237,0,0,1,1,1131
