student_id,quiz_id,session_id,question_id,question_in_quiz,response_time,accuracy_so_far,number_of_questions_answered_so_far,accuracy_easy_so_far,accuracy_medium_so_far,accuracy_hard_so_far,average_response_time_so_far,last_1_correctness,last_2_correctness,last_3_correctness,correct
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,136,16,16554.0,0.9333333333333332,15,0.9166666666666666,1.0,1.0,16954.933333333334,1,1,1,1
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,137,17,13170.0,0.9375,16,0.9230769230769232,1.0,1.0,16929.875,1,1,1,1
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,138,18,11553.0,0.9411764705882352,17,0.9285714285714286,1.0,1.0,16708.70588235294,1,1,1,1
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,139,19,14234.0,0.9444444444444444,18,0.9333333333333332,1.0,1.0,16422.277777777777,1,1,1,1
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,140,20,9762.0,0.9473684210526316,19,0.9375,1.0,1.0,16307.105263157897,1,1,1,1
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,141,21,11553.0,0.95,20,0.9411764705882352,1.0,1.0,15979.85,1,1,1,1
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,142,22,16554.0,0.9523809523809524,21,0.9444444444444444,1.0,1.0,15769.047619047618,1,1,1,1
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,143,23,14234.0,0.9545454545454546,22,0.9473684210526316,1.0,1.0,15804.727272727272,1,1,1,1
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,144,24,18847.0,0.9565217391304348,23,0.95,1.0,1.0,15736.434782608696,1,1,1,0
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,145,25,20875.0,0.9166666666666666,24,0.9047619047619048,1.0,1.0,15866.041666666666,0,1,1,0
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,146,26,20299.0,0.88,25,0.9047619047619048,1.0,0.5,16066.4,0,0,1,1
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,147,27,25979.0,0.8846153846153846,26,0.9090909090909092,1.0,0.5,16229.192307692309,1,0,0,0
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,148,28,27096.0,0.8518518518518519,27,0.9090909090909092,0.6666666666666666,0.5,16590.296296296296,0,1,0,0
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,149,29,23510.0,0.8214285714285714,28,0.9090909090909092,0.5,0.5,16965.5,0,0,1,0
0Hpj01paAdfZ,5,0Hpj01paAdfZ_quiz_5,150,30,16001.0,0.7931034482758621,29,0.8695652173913043,0.5,0.5,17191.172413793105,0,0,0,1
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,1,1,24649.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,2,2,8227.0,0.0,1,0.0,0.0,0.0,24649.0,0,0,0,1
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,3,3,14913.0,0.5,2,1.0,0.0,0.0,16438.0,1,0,0,1
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,4,4,11553.0,0.6666666666666666,3,1.0,0.0,0.0,15929.666666666666,1,1,0,1
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,5,5,23577.0,0.75,4,1.0,0.0,0.0,14835.5,1,1,1,1
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,6,6,18315.0,0.8,5,1.0,1.0,0.0,16583.8,1,1,1,1
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,7,7,18359.0,0.8333333333333334,6,1.0,1.0,0.0,16872.333333333332,1,1,1,0
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,8,8,11553.0,0.7142857142857143,7,0.8,1.0,0.0,17084.714285714286,0,1,1,1
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,9,9,17071.0,0.75,8,0.8333333333333334,1.0,0.0,16393.25,1,0,1,0
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,10,10,11553.0,0.6666666666666666,9,0.7142857142857143,1.0,0.0,16468.555555555555,0,1,0,1
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,11,11,11553.0,0.7,10,0.75,1.0,0.0,15977.0,1,0,1,1
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,12,12,11553.0,0.7272727272727273,11,0.7777777777777778,1.0,0.0,15574.818181818182,1,1,0,1
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,13,13,14913.0,0.75,12,0.8,1.0,0.0,15239.666666666666,1,1,1,1
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,14,14,25959.0,0.7692307692307693,13,0.8181818181818182,1.0,0.0,15214.53846153846,1,1,1,1
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,15,15,25133.0,0.7857142857142857,14,0.8181818181818182,1.0,0.0,15982.0,1,1,1,0
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,16,16,25058.0,0.7333333333333333,15,0.8181818181818182,0.6666666666666666,0.0,16592.066666666666,0,1,1,1
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,17,17,20772.0,0.75,16,0.8333333333333334,0.6666666666666666,0.0,17121.1875,1,0,1,1
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,18,18,20438.0,0.7647058823529411,17,0.8461538461538461,0.6666666666666666,0.0,17335.941176470587,1,1,0,0
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,19,19,13960.0,0.7222222222222222,18,0.8461538461538461,0.6666666666666666,0.0,17508.277777777777,0,1,1,1
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,20,20,21004.0,0.7368421052631579,19,0.8571428571428571,0.6666666666666666,0.0,17321.526315789473,1,0,1,0
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,21,21,19216.0,0.7,20,0.8571428571428571,0.6666666666666666,0.0,17505.65,0,1,0,0
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,22,22,11553.0,0.6666666666666666,21,0.8571428571428571,0.6666666666666666,0.0,17587.095238095237,0,0,1,1
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,23,23,22975.0,0.6818181818181818,22,0.8666666666666667,0.6666666666666666,0.0,17312.81818181818,1,0,0,0
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,24,24,23553.0,0.6521739130434783,23,0.8666666666666667,0.6666666666666666,0.0,17559.0,0,1,0,1
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,25,25,24818.0,0.6666666666666666,24,0.8666666666666667,0.6666666666666666,0.1666666666666666,17808.75,1,0,1,0
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,26,26,28028.0,0.64,25,0.8666666666666667,0.6666666666666666,0.1428571428571428,18089.12,0,1,0,1
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,27,27,16803.0,0.6538461538461539,26,0.8666666666666667,0.6666666666666666,0.25,18471.384615384617,1,0,1,1
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,28,28,22521.0,0.6666666666666666,27,0.875,0.6666666666666666,0.25,18409.59259259259,1,1,0,1
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,29,29,11553.0,0.6785714285714286,28,0.875,0.75,0.25,18556.42857142857,1,1,1,1
0rzpTGhVxVJU,1,0rzpTGhVxVJU_quiz_1,30,30,9762.0,0.6896551724137931,29,0.8823529411764706,0.75,0.25,18314.93103448276,1,1,1,1
0rzpTGhVxVJU,2,0rzpTGhVxVJU_quiz_2,31,1,24111.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1
0rzpTGhVxVJU,2,0rzpTGhVxVJU_quiz_2,32,2,27944.0,1.0,1,0.0,1.0,0.0,24111.0,1,0,0,0
0rzpTGhVxVJU,2,0rzpTGhVxVJU_quiz_2,33,3,14173.0,0.5,2,0.0,0.5,0.0,26027.5,0,1,0,1
0rzpTGhVxVJU,2,0rzpTGhVxVJU_quiz_2,34,4,14234.0,0.6666666666666666,3,1.0,0.5,0.0,22076.0,1,0,1,1
0rzpTGhVxVJU,2,0rzpTGhVxVJU_quiz_2,35,5,14234.0,0.75,4,1.0,0.5,0.0,20115.5,1,1,0,1
0rzpTGhVxVJU,2,0rzpTGhVxVJU_quiz_2,36,6,23230.0,0.8,5,1.0,0.5,0.0,18939.2,1,1,1,1
0rzpTGhVxVJU,2,0rzpTGhVxVJU_quiz_2,37,7,21199.0,0.8333333333333334,6,1.0,0.6666666666666666,0.0,19654.33333333333,1,1,1,1
0rzpTGhVxVJU,2,0rzpTGhVxVJU_quiz_2,38,8,24649.0,0.8571428571428571,7,1.0,0.6666666666666666,0.0,19875.0,1,1,1,0
0rzpTGhVxVJU,2,0rzpTGhVxVJU_quiz_2,39,9,14338.0,0.75,8,1.0,0.6666666666666666,0.0,20471.75,0,1,1,1
0rzpTGhVxVJU,2,0rzpTGhVxVJU_quiz_2,40,10,9762.0,0.7777777777777778,9,1.0,0.6666666666666666,0.0,19790.222222222223,1,0,1,1
0rzpTGhVxVJU,2,0rzpTGhVxVJU_quiz_2,41,11,21835.0,0.8,10,1.0,0.6666666666666666,0.0,18787.4,1,1,0,1
0rzpTGhVxVJU,2,0rzpTGhVxVJU_quiz_2,42,12,8227.0,0.8181818181818182,11,1.0,0.6666666666666666,0.0,19064.454545454544,1,1,1,1
0rzpTGhVxVJU,2,0rzpTGhVxVJU_quiz_2,43,13,25721.0,0.8333333333333334,12,1.0,0.6666666666666666,0.0,18161.33333333333,1,1,1,1
0rzpTGhVxVJU,2,0rzpTGhVxVJU_quiz_2,44,14,20828.0,0.8461538461538461,13,1.0,0.75,0.0,18742.846153846152,1,1,1,1
0rzpTGhVxVJU,2,0rzpTGhVxVJU_quiz_2,45,15,19216.0,0.8571428571428571,14,1.0,0.75,0.0,18891.78571428572,1,1,1,0
0rzpTGhVxVJU,2,0rzpTGhVxVJU_quiz_2,46,16,15706.0,0.8,15,1.0,0.75,0.0,18913.4,0,1,1,0
0rzpTGhVxVJU,2,0rzpTGhVxVJU_quiz_2,47,17,19800.0,0.75,16,0.9,0.75,0.0,18712.9375,0,0,1,0
