Student ID,Question ID,difficulty,correct,Response Time,topic
1ggBjCxnkaT8,7,easy,0,21703,Data & Features
1ggBjCxnkaT8,8,easy,1,13046,Data & Features
1ggBjCxnkaT8,9,easy,1,15796,Misc / Tools
1ggBjCxnkaT8,10,easy,1,13046,Misc / Tools
1ggBjCxnkaT8,11,easy,1,13046,Misc / Tools
1ggBjCxnkaT8,12,easy,1,13046,Misc / Tools
1ggBjCxnkaT8,13,easy,1,15769,Misc / Tools
1ggBjCxnkaT8,14,medium,0,29331,Data & Features
1ggBjCxnkaT8,15,medium,0,29205,Data & Features
1ggBjCxnkaT8,16,easy,0,29548,Data & Features
1ggBjCxnkaT8,17,easy,0,24623,Data & Features
1ggBjCxnkaT8,18,hard,0,28368,Clustering & Unsupervised
1ggBjCxnkaT8,19,easy,1,14813,Clustering & Unsupervised
1ggBjCxnkaT8,20,hard,0,25378,Data & Features
1ggBjCxnkaT8,21,hard,0,25290,Misc / Tools
1ggBjCxnkaT8,22,easy,1,13046,Data & Features
1ggBjCxnkaT8,23,hard,0,26796,Clustering & Unsupervised
1ggBjCxnkaT8,24,hard,0,25768,Data & Features
1ggBjCxnkaT8,25,hard,0,28425,Clustering & Unsupervised
1ggBjCxnkaT8,26,hard,0,30284,Data & Features
1ggBjCxnkaT8,27,easy,1,17892,Data & Features
1ggBjCxnkaT8,28,medium,0,27175,Data & Features
1ggBjCxnkaT8,29,easy,1,13046,Data & Features
1ggBjCxnkaT8,30,easy,1,11615,Data & Features
VqXqgB6ructd,1,hard,0,30533,Misc / Tools
VqXqgB6ructd,2,easy,1,11094,Misc / Tools
VqXqgB6ructd,3,easy,1,17117,Misc / Tools
VqXqgB6ructd,4,easy,1,15659,Misc / Tools
VqXqgB6ructd,5,medium,0,33065,Misc / Tools
VqXqgB6ructd,6,easy,1,20195,Misc / Tools
VqXqgB6ructd,7,easy,0,24396,Data & Features
VqXqgB6ructd,8,easy,1,15659,Data & Features
VqXqgB6ructd,9,easy,1,16613,Misc / Tools
VqXqgB6ructd,10,easy,1,15659,Misc / Tools
VqXqgB6ructd,11,easy,1,15659,Misc / Tools
VqXqgB6ructd,12,easy,1,15659,Misc / Tools
VqXqgB6ructd,13,easy,1,17117,Misc / Tools
VqXqgB6ructd,14,medium,1,30463,Data & Features
VqXqgB6ructd,15,medium,0,34713,Data & Features
VqXqgB6ructd,16,easy,1,28512,Data & Features
VqXqgB6ructd,17,easy,1,23169,Data & Features
VqXqgB6ructd,18,hard,0,25873,Clustering & Unsupervised
VqXqgB6ructd,19,easy,1,15909,Clustering & Unsupervised
VqXqgB6ructd,20,hard,0,29881,Data & Features
VqXqgB6ructd,21,hard,0,25431,Misc / Tools
VqXqgB6ructd,22,easy,1,15659,Data & Features
VqXqgB6ructd,23,hard,0,28731,Clustering & Unsupervised
VqXqgB6ructd,24,hard,0,24810,Data & Features
VqXqgB6ructd,25,hard,0,30742,Clustering & Unsupervised
VqXqgB6ructd,26,hard,0,34560,Data & Features
VqXqgB6ructd,27,easy,1,19714,Data & Features
VqXqgB6ructd,28,medium,0,32248,Data & Features
VqXqgB6ructd,29,easy,1,15659,Data & Features
VqXqgB6ructd,30,easy,1,13999,Data & Features
W0EkQhrkI3an,1,hard,0,22271,Misc / Tools
W0EkQhrkI3an,2,easy,1,7500,Misc / Tools
W0EkQhrkI3an,3,easy,1,12642,Misc / Tools
W0EkQhrkI3an,4,easy,1,10621,Misc / Tools
W0EkQhrkI3an,5,medium,1,19486,Misc / Tools
W0EkQhrkI3an,6,easy,1,15826,Misc / Tools
W0EkQhrkI3an,7,easy,1,14620,Data & Features
W0EkQhrkI3an,8,easy,1,10621,Data & Features
W0EkQhrkI3an,9,easy,1,12826,Misc / Tools
W0EkQhrkI3an,10,easy,1,10621,Misc / Tools
W0EkQhrkI3an,11,easy,1,10621,Misc / Tools
W0EkQhrkI3an,12,easy,1,10621,Misc / Tools
W0EkQhrkI3an,13,easy,1,12642,Misc / Tools
W0EkQhrkI3an,14,medium,0,23138,Data & Features
W0EkQhrkI3an,15,medium,0,23039,Data & Features
W0EkQhrkI3an,16,easy,1,21767,Data & Features
W0EkQhrkI3an,17,easy,0,20537,Data & Features
W0EkQhrkI3an,18,hard,0,20653,Clustering & Unsupervised
W0EkQhrkI3an,19,easy,1,11993,Clustering & Unsupervised
W0EkQhrkI3an,20,hard,0,19480,Data & Features
W0EkQhrkI3an,21,hard,0,19120,Misc / Tools
W0EkQhrkI3an,22,easy,1,10621,Data & Features
W0EkQhrkI3an,23,hard,0,20568,Clustering & Unsupervised
W0EkQhrkI3an,24,hard,0,19188,Data & Features
W0EkQhrkI3an,25,hard,0,21815,Clustering & Unsupervised
W0EkQhrkI3an,26,hard,0,23245,Data & Features
W0EkQhrkI3an,27,easy,1,14560,Data & Features
W0EkQhrkI3an,28,medium,0,21465,Data & Features
W0EkQhrkI3an,29,easy,1,10621,Data & Features
W0EkQhrkI3an,30,easy,1,9393,Data & Features
bWRj9XHmvXaq,1,hard,0,25154,Misc / Tools
bWRj9XHmvXaq,2,easy,1,8385,Misc / Tools
bWRj9XHmvXaq,3,easy,0,17325,Misc / Tools
bWRj9XHmvXaq,4,easy,1,11875,Misc / Tools
bWRj9XHmvXaq,5,medium,1,22168,Misc / Tools
bWRj9XHmvXaq,6,easy,0,21078,Misc / Tools
bWRj9XHmvXaq,7,easy,0,20736,Data & Features
bWRj9XHmvXaq,8,easy,1,11875,Data & Features
bWRj9XHmvXaq,9,easy,1,14256,Misc / Tools
bWRj9XHmvXaq,10,easy,1,11875,Misc / Tools
bWRj9XHmvXaq,11,easy,1,11875,Misc / Tools
bWRj9XHmvXaq,12,easy,1,11875,Misc / Tools
bWRj9XHmvXaq,13,easy,1,14134,Misc / Tools
bWRj9XHmvXaq,14,medium,1,24882,Data & Features
bWRj9XHmvXaq,15,medium,0,26021,Data & Features
bWRj9XHmvXaq,16,easy,1,24080,Data & Features
bWRj9XHmvXaq,17,easy,1,19964,Data & Features
bWRj9XHmvXaq,18,hard,1,25532,Clustering & Unsupervised
bWRj9XHmvXaq,19,easy,1,13502,Clustering & Unsupervised
bWRj9XHmvXaq,20,hard,1,24510,Data & Features
bWRj9XHmvXaq,21,hard,0,22198,Misc / Tools
bWRj9XHmvXaq,22,easy,1,11875,Data & Features
bWRj9XHmvXaq,23,hard,0,23879,Clustering & Unsupervised
bWRj9XHmvXaq,24,hard,0,22277,Data & Features
bWRj9XHmvXaq,25,hard,0,25327,Clustering & Unsupervised
bWRj9XHmvXaq,26,hard,0,26987,Data & Features
bWRj9XHmvXaq,27,easy,1,16278,Data & Features
bWRj9XHmvXaq,28,medium,1,21175,Data & Features
bWRj9XHmvXaq,29,easy,1,11875,Data & Features
bWRj9XHmvXaq,30,easy,1,10581,Data & Features
aKKO0pyKuBaK,1,hard,1,25300,Misc / Tools
aKKO0pyKuBaK,2,easy,1,8385,Misc / Tools
aKKO0pyKuBaK,3,easy,1,14134,Misc / Tools
aKKO0pyKuBaK,4,easy,1,11875,Misc / Tools
aKKO0pyKuBaK,5,medium,1,22168,Misc / Tools
aKKO0pyKuBaK,6,easy,1,17508,Misc / Tools
aKKO0pyKuBaK,7,easy,1,16250,Data & Features
aKKO0pyKuBaK,8,easy,1,11875,Data & Features
aKKO0pyKuBaK,9,easy,1,14256,Misc / Tools
aKKO0pyKuBaK,10,easy,1,11875,Misc / Tools
aKKO0pyKuBaK,11,easy,1,11875,Misc / Tools
aKKO0pyKuBaK,12,easy,1,11875,Misc / Tools
aKKO0pyKuBaK,13,easy,1,14134,Misc / Tools
aKKO0pyKuBaK,14,medium,0,26134,Data & Features
aKKO0pyKuBaK,15,medium,1,25025,Data & Features
aKKO0pyKuBaK,16,easy,1,24080,Data & Features
aKKO0pyKuBaK,17,easy,0,22892,Data & Features
aKKO0pyKuBaK,18,hard,0,23977,Clustering & Unsupervised
aKKO0pyKuBaK,19,easy,1,13502,Clustering & Unsupervised
aKKO0pyKuBaK,20,hard,0,22616,Data & Features
aKKO0pyKuBaK,21,hard,0,22198,Misc / Tools
aKKO0pyKuBaK,22,easy,1,11875,Data & Features
aKKO0pyKuBaK,23,hard,0,23879,Clustering & Unsupervised
aKKO0pyKuBaK,24,hard,0,22277,Data & Features
aKKO0pyKuBaK,25,hard,0,25327,Clustering & Unsupervised
aKKO0pyKuBaK,26,hard,1,26871,Data & Features
aKKO0pyKuBaK,27,easy,1,16278,Data & Features
aKKO0pyKuBaK,28,medium,1,21175,Data & Features
aKKO0pyKuBaK,29,easy,1,11875,Data & Features
aKKO0pyKuBaK,30,easy,1,10581,Data & Features
OHaSXzUdzChO,1,hard,1,28666,Misc / Tools
OHaSXzUdzChO,2,easy,1,10308,Misc / Tools
OHaSXzUdzChO,3,easy,1,16137,Misc / Tools
OHaSXzUdzChO,4,easy,1,14711,Misc / Tools
OHaSXzUdzChO,5,medium,1,24641,Misc / Tools
OHaSXzUdzChO,6,easy,1,18515,Misc / Tools
OHaSXzUdzChO,7,easy,1,17050,Data & Features
OHaSXzUdzChO,8,easy,1,14711,Data & Features
OHaSXzUdzChO,9,easy,1,15430,Misc / Tools
OHaSXzUdzChO,10,easy,1,14711,Misc / Tools
OHaSXzUdzChO,11,easy,1,14711,Misc / Tools
OHaSXzUdzChO,12,easy,1,14711,Misc / Tools
OHaSXzUdzChO,13,easy,1,16137,Misc / Tools
OHaSXzUdzChO,14,medium,0,30678,Data & Features
OHaSXzUdzChO,15,medium,1,27453,Data & Features
OHaSXzUdzChO,16,easy,1,26141,Data & Features
OHaSXzUdzChO,17,easy,0,24924,Data & Features
OHaSXzUdzChO,18,hard,0,27376,Clustering & Unsupervised
OHaSXzUdzChO,19,easy,1,14960,Clustering & Unsupervised
OHaSXzUdzChO,20,hard,0,25429,Data & Features
OHaSXzUdzChO,21,hard,0,25345,Misc / Tools
OHaSXzUdzChO,22,easy,1,14711,Data & Features
OHaSXzUdzChO,23,hard,0,27264,Clustering & Unsupervised
OHaSXzUdzChO,24,hard,0,25952,Data & Features
OHaSXzUdzChO,25,hard,1,28572,Clustering & Unsupervised
OHaSXzUdzChO,26,hard,1,30446,Data & Features
OHaSXzUdzChO,27,easy,1,18585,Data & Features
OHaSXzUdzChO,28,medium,1,23165,Data & Features
OHaSXzUdzChO,29,easy,1,14711,Data & Features
OHaSXzUdzChO,30,easy,1,13008,Data & Features
nIdSwhLzwJKt,1,hard,1,26396,Misc / Tools
nIdSwhLzwJKt,2,easy,1,8435,Misc / Tools
nIdSwhLzwJKt,3,easy,1,15118,Misc / Tools
nIdSwhLzwJKt,4,easy,1,11845,Misc / Tools
nIdSwhLzwJKt,5,medium,1,23632,Misc / Tools
nIdSwhLzwJKt,6,easy,0,20152,Misc / Tools
nIdSwhLzwJKt,7,easy,1,17040,Data & Features
nIdSwhLzwJKt,8,easy,1,11845,Data & Features
nIdSwhLzwJKt,9,easy,1,15071,Misc / Tools
nIdSwhLzwJKt,10,easy,1,11845,Misc / Tools
nIdSwhLzwJKt,11,easy,1,11845,Misc / Tools
nIdSwhLzwJKt,12,easy,1,11845,Misc / Tools
nIdSwhLzwJKt,13,easy,0,17185,Misc / Tools
nIdSwhLzwJKt,14,medium,1,26019,Data & Features
nIdSwhLzwJKt,15,medium,1,26168,Data & Features
nIdSwhLzwJKt,16,easy,1,25239,Data & Features
nIdSwhLzwJKt,17,easy,1,20922,Data & Features
nIdSwhLzwJKt,18,hard,0,20843,Clustering & Unsupervised
nIdSwhLzwJKt,19,easy,0,15867,Clustering & Unsupervised
nIdSwhLzwJKt,20,hard,0,21420,Data & Features
nIdSwhLzwJKt,21,hard,0,19597,Misc / Tools
nIdSwhLzwJKt,22,easy,1,11845,Data & Features
nIdSwhLzwJKt,23,hard,0,23431,Clustering & Unsupervised
nIdSwhLzwJKt,24,hard,0,18124,Data & Features
nIdSwhLzwJKt,25,hard,0,25310,Clustering & Unsupervised
nIdSwhLzwJKt,26,hard,0,26965,Data & Features
nIdSwhLzwJKt,27,easy,1,17034,Data & Features
nIdSwhLzwJKt,28,medium,1,22573,Data & Features
nIdSwhLzwJKt,29,easy,0,13200,Data & Features
nIdSwhLzwJKt,30,easy,1,10009,Data & Features
QJccKPT4nu7V,1,hard,1,28547,Misc / Tools
QJccKPT4nu7V,2,easy,1,10223,Misc / Tools
QJccKPT4nu7V,3,easy,1,16004,Misc / Tools
QJccKPT4nu7V,4,easy,1,14590,Misc / Tools
QJccKPT4nu7V,5,medium,0,30354,Misc / Tools
QJccKPT4nu7V,6,easy,0,23182,Misc / Tools
QJccKPT4nu7V,7,easy,1,17137,Data & Features
QJccKPT4nu7V,8,easy,1,14590,Data & Features
QJccKPT4nu7V,9,easy,1,15303,Misc / Tools
QJccKPT4nu7V,10,easy,1,14590,Misc / Tools
QJccKPT4nu7V,11,easy,1,14590,Misc / Tools
QJccKPT4nu7V,12,easy,1,14590,Misc / Tools
QJccKPT4nu7V,13,easy,0,22063,Misc / Tools
QJccKPT4nu7V,14,medium,1,27861,Data & Features
QJccKPT4nu7V,15,medium,1,28021,Data & Features
QJccKPT4nu7V,16,easy,1,26274,Data & Features
QJccKPT4nu7V,17,easy,1,21351,Data & Features
QJccKPT4nu7V,18,hard,0,27864,Clustering & Unsupervised
QJccKPT4nu7V,19,easy,1,14837,Clustering & Unsupervised
QJccKPT4nu7V,20,hard,1,32420,Data & Features
QJccKPT4nu7V,21,hard,0,25796,Misc / Tools
QJccKPT4nu7V,22,easy,1,14590,Data & Features
QJccKPT4nu7V,23,hard,1,30031,Clustering & Unsupervised
QJccKPT4nu7V,24,hard,0,26414,Data & Features
QJccKPT4nu7V,25,hard,1,28453,Clustering & Unsupervised
QJccKPT4nu7V,26,hard,0,31430,Data & Features
QJccKPT4nu7V,27,easy,1,18432,Data & Features
QJccKPT4nu7V,28,medium,1,23645,Data & Features
QJccKPT4nu7V,29,easy,1,14590,Data & Features
QJccKPT4nu7V,30,easy,1,12900,Data & Features
xbNryveuRsXc,1,hard,1,29493,Misc / Tools
xbNryveuRsXc,2,easy,1,10483,Misc / Tools
xbNryveuRsXc,3,easy,1,16173,Misc / Tools
xbNryveuRsXc,4,easy,1,14796,Misc / Tools
xbNryveuRsXc,5,medium,1,25985,Misc / Tools
xbNryveuRsXc,6,easy,1,19082,Misc / Tools
xbNryveuRsXc,7,easy,1,17524,Data & Features
xbNryveuRsXc,8,easy,1,14796,Data & Features
xbNryveuRsXc,9,easy,1,15531,Misc / Tools
xbNryveuRsXc,10,easy,1,14796,Misc / Tools
xbNryveuRsXc,11,easy,1,14796,Misc / Tools
xbNryveuRsXc,12,easy,1,14796,Misc / Tools
xbNryveuRsXc,13,easy,1,16173,Misc / Tools
xbNryveuRsXc,14,medium,1,28784,Data & Features
xbNryveuRsXc,15,medium,1,28950,Data & Features
xbNryveuRsXc,16,easy,1,26941,Data & Features
xbNryveuRsXc,17,easy,0,26506,Data & Features
xbNryveuRsXc,18,hard,0,24899,Clustering & Unsupervised
xbNryveuRsXc,19,easy,1,15033,Clustering & Unsupervised
xbNryveuRsXc,20,hard,0,28757,Data & Features
xbNryveuRsXc,21,hard,0,24474,Misc / Tools
xbNryveuRsXc,22,easy,1,14796,Data & Features
xbNryveuRsXc,23,hard,0,27651,Clustering & Unsupervised
xbNryveuRsXc,24,hard,0,23877,Data & Features
xbNryveuRsXc,25,hard,0,29585,Clustering & Unsupervised
xbNryveuRsXc,26,hard,0,33260,Data & Features
xbNryveuRsXc,27,easy,1,18627,Data & Features
xbNryveuRsXc,28,medium,1,24428,Data & Features
xbNryveuRsXc,29,easy,1,14796,Data & Features
xbNryveuRsXc,30,easy,1,13228,Data & Features
w1PmKgj9FomZ,1,hard,1,29493,Misc / Tools
w1PmKgj9FomZ,2,easy,1,10483,Misc / Tools
w1PmKgj9FomZ,3,easy,1,16173,Misc / Tools
w1PmKgj9FomZ,4,easy,1,14796,Misc / Tools
w1PmKgj9FomZ,5,medium,1,25985,Misc / Tools
w1PmKgj9FomZ,6,easy,1,19082,Misc / Tools
w1PmKgj9FomZ,7,easy,1,17524,Data & Features
w1PmKgj9FomZ,8,easy,1,14796,Data & Features
w1PmKgj9FomZ,9,easy,1,15531,Misc / Tools
w1PmKgj9FomZ,10,easy,1,14796,Misc / Tools
w1PmKgj9FomZ,11,easy,1,14796,Misc / Tools
w1PmKgj9FomZ,12,easy,1,14796,Misc / Tools
w1PmKgj9FomZ,13,easy,1,16173,Misc / Tools
w1PmKgj9FomZ,14,medium,0,33552,Data & Features
w1PmKgj9FomZ,15,medium,1,28950,Data & Features
w1PmKgj9FomZ,16,easy,1,26941,Data & Features
w1PmKgj9FomZ,17,easy,0,26506,Data & Features
w1PmKgj9FomZ,18,hard,0,24899,Clustering & Unsupervised
w1PmKgj9FomZ,19,easy,1,15033,Clustering & Unsupervised
w1PmKgj9FomZ,20,hard,1,33613,Data & Features
w1PmKgj9FomZ,21,hard,0,24474,Misc / Tools
w1PmKgj9FomZ,22,easy,1,14796,Data & Features
w1PmKgj9FomZ,23,hard,0,27651,Clustering & Unsupervised
w1PmKgj9FomZ,24,hard,0,23877,Data & Features
w1PmKgj9FomZ,25,hard,1,29396,Clustering & Unsupervised
w1PmKgj9FomZ,26,hard,1,33047,Data & Features
w1PmKgj9FomZ,27,easy,1,18627,Data & Features
w1PmKgj9FomZ,28,medium,1,24428,Data & Features
w1PmKgj9FomZ,29,easy,1,14796,Data & Features
w1PmKgj9FomZ,30,easy,1,13228,Data & Features
KNvidOVZPDzA,1,hard,0,27569,Misc / Tools
KNvidOVZPDzA,2,easy,1,8835,Misc / Tools
KNvidOVZPDzA,3,easy,1,14892,Misc / Tools
KNvidOVZPDzA,4,easy,1,12552,Misc / Tools
KNvidOVZPDzA,5,medium,1,24531,Misc / Tools
KNvidOVZPDzA,6,easy,1,18600,Misc / Tools
KNvidOVZPDzA,7,easy,1,17122,Data & Features
KNvidOVZPDzA,8,easy,1,12552,Data & Features
KNvidOVZPDzA,9,easy,1,15021,Misc / Tools
KNvidOVZPDzA,10,easy,1,12552,Misc / Tools
KNvidOVZPDzA,11,easy,1,12552,Misc / Tools
KNvidOVZPDzA,12,easy,1,12552,Misc / Tools
KNvidOVZPDzA,13,easy,0,17986,Misc / Tools
KNvidOVZPDzA,14,medium,1,27271,Data & Features
KNvidOVZPDzA,15,medium,0,28519,Data & Features
KNvidOVZPDzA,16,easy,1,25582,Data & Features
KNvidOVZPDzA,17,easy,1,21353,Data & Features
KNvidOVZPDzA,18,hard,0,27707,Clustering & Unsupervised
KNvidOVZPDzA,19,easy,1,14200,Clustering & Unsupervised
KNvidOVZPDzA,20,hard,0,24787,Data & Features
KNvidOVZPDzA,21,hard,0,24700,Misc / Tools
KNvidOVZPDzA,22,easy,1,12552,Data & Features
KNvidOVZPDzA,23,hard,0,26171,Clustering & Unsupervised
KNvidOVZPDzA,24,hard,0,25168,Data & Features
KNvidOVZPDzA,25,hard,0,27758,Clustering & Unsupervised
KNvidOVZPDzA,26,hard,0,29578,Data & Features
KNvidOVZPDzA,27,easy,1,17152,Data & Features
KNvidOVZPDzA,28,medium,0,26537,Data & Features
KNvidOVZPDzA,29,easy,1,12552,Data & Features
KNvidOVZPDzA,30,easy,1,11066,Data & Features
7VpB1pGsv71N,1,hard,0,19967,Misc / Tools
7VpB1pGsv71N,2,easy,1,7078,Misc / Tools
7VpB1pGsv71N,3,easy,0,15882,Misc / Tools
7VpB1pGsv71N,4,easy,1,9940,Misc / Tools
7VpB1pGsv71N,5,medium,1,21012,Misc / Tools
7VpB1pGsv71N,6,easy,0,16495,Misc / Tools
7VpB1pGsv71N,7,easy,1,14108,Data & Features
7VpB1pGsv71N,8,easy,1,9940,Data & Features
7VpB1pGsv71N,9,easy,1,12648,Misc / Tools
7VpB1pGsv71N,10,easy,1,9940,Misc / Tools
7VpB1pGsv71N,11,easy,1,9940,Misc / Tools
7VpB1pGsv71N,12,easy,1,9940,Misc / Tools
7VpB1pGsv71N,13,easy,1,14048,Misc / Tools
7VpB1pGsv71N,14,medium,1,22901,Data & Features
7VpB1pGsv71N,15,medium,1,23375,Data & Features
7VpB1pGsv71N,16,easy,1,20763,Data & Features
7VpB1pGsv71N,17,easy,1,18766,Data & Features
7VpB1pGsv71N,18,hard,0,15034,Clustering & Unsupervised
7VpB1pGsv71N,19,easy,1,12403,Clustering & Unsupervised
7VpB1pGsv71N,20,hard,0,16957,Data & Features
7VpB1pGsv71N,21,hard,0,15270,Misc / Tools
7VpB1pGsv71N,22,easy,1,9940,Data & Features
7VpB1pGsv71N,23,hard,0,17820,Clustering & Unsupervised
7VpB1pGsv71N,24,hard,0,14088,Data & Features
7VpB1pGsv71N,25,hard,1,23501,Clustering & Unsupervised
7VpB1pGsv71N,26,hard,1,25038,Data & Features
7VpB1pGsv71N,27,easy,1,14853,Data & Features
7VpB1pGsv71N,28,medium,0,19674,Data & Features
7VpB1pGsv71N,29,easy,1,9940,Data & Features
7VpB1pGsv71N,30,easy,1,8399,Data & Features
R8OVhINU7nka,1,hard,0,29296,Misc / Tools
R8OVhINU7nka,2,easy,1,10223,Misc / Tools
R8OVhINU7nka,3,easy,1,16004,Misc / Tools
R8OVhINU7nka,4,easy,1,14590,Misc / Tools
R8OVhINU7nka,5,medium,0,30354,Misc / Tools
R8OVhINU7nka,6,easy,1,18610,Misc / Tools
R8OVhINU7nka,7,easy,1,17137,Data & Features
R8OVhINU7nka,8,easy,1,14590,Data & Features
R8OVhINU7nka,9,easy,1,15303,Misc / Tools
R8OVhINU7nka,10,easy,1,14590,Misc / Tools
R8OVhINU7nka,11,easy,1,14590,Misc / Tools
R8OVhINU7nka,12,easy,1,14590,Misc / Tools
R8OVhINU7nka,13,easy,1,16004,Misc / Tools
R8OVhINU7nka,14,medium,0,32004,Data & Features
R8OVhINU7nka,15,medium,0,31867,Data & Features
R8OVhINU7nka,16,easy,1,26274,Data & Features
R8OVhINU7nka,17,easy,0,25475,Data & Features
R8OVhINU7nka,18,hard,0,27864,Clustering & Unsupervised
R8OVhINU7nka,19,easy,1,14837,Clustering & Unsupervised
R8OVhINU7nka,20,hard,0,28860,Data & Features
R8OVhINU7nka,21,hard,0,25796,Misc / Tools
R8OVhINU7nka,22,easy,1,14590,Data & Features
R8OVhINU7nka,23,hard,1,30031,Clustering & Unsupervised
R8OVhINU7nka,24,hard,1,29673,Data & Features
R8OVhINU7nka,25,hard,1,28453,Clustering & Unsupervised
R8OVhINU7nka,26,hard,0,31430,Data & Features
R8OVhINU7nka,27,easy,1,18432,Data & Features
R8OVhINU7nka,28,medium,1,23645,Data & Features
R8OVhINU7nka,29,easy,1,14590,Data & Features
R8OVhINU7nka,30,easy,1,12900,Data & Features
Za018kn2raFk,1,hard,1,29324,Misc / Tools
Za018kn2raFk,2,easy,1,10295,Misc / Tools
Za018kn2raFk,3,easy,1,15884,Misc / Tools
Za018kn2raFk,4,easy,1,14532,Misc / Tools
Za018kn2raFk,5,medium,0,31250,Misc / Tools
Za018kn2raFk,6,easy,1,18741,Misc / Tools
Za018kn2raFk,7,easy,1,17210,Data & Features
Za018kn2raFk,8,easy,1,14532,Data & Features
Za018kn2raFk,9,easy,1,15417,Misc / Tools
Za018kn2raFk,10,easy,1,14532,Misc / Tools
Za018kn2raFk,11,easy,1,14532,Misc / Tools
Za018kn2raFk,12,easy,1,14532,Misc / Tools
Za018kn2raFk,13,easy,0,22217,Misc / Tools
Za018kn2raFk,14,medium,0,32949,Data & Features
Za018kn2raFk,15,medium,0,32807,Data & Features
Za018kn2raFk,16,easy,0,31799,Data & Features
Za018kn2raFk,17,easy,0,26030,Data & Features
Za018kn2raFk,18,hard,0,24222,Clustering & Unsupervised
Za018kn2raFk,19,easy,1,14764,Clustering & Unsupervised
Za018kn2raFk,20,hard,0,27974,Data & Features
Za018kn2raFk,21,hard,0,23808,Misc / Tools
Za018kn2raFk,22,easy,1,14532,Data & Features
Za018kn2raFk,23,hard,1,30958,Clustering & Unsupervised
Za018kn2raFk,24,hard,0,23227,Data & Features
Za018kn2raFk,25,hard,0,29054,Clustering & Unsupervised
Za018kn2raFk,26,hard,1,32858,Data & Features
Za018kn2raFk,27,easy,1,18294,Data & Features
Za018kn2raFk,28,medium,0,30477,Data & Features
Za018kn2raFk,29,easy,1,14532,Data & Features
Za018kn2raFk,30,easy,1,12991,Data & Features
IWu147zvpRWb,1,hard,1,27867,Misc / Tools
IWu147zvpRWb,2,easy,1,8432,Misc / Tools
IWu147zvpRWb,3,easy,1,14985,Misc / Tools
IWu147zvpRWb,4,easy,1,11841,Misc / Tools
IWu147zvpRWb,5,medium,0,26381,Misc / Tools
IWu147zvpRWb,6,easy,1,18693,Misc / Tools
IWu147zvpRWb,7,easy,0,19417,Data & Features
IWu147zvpRWb,8,easy,1,11841,Data & Features
IWu147zvpRWb,9,easy,1,15064,Misc / Tools
IWu147zvpRWb,10,easy,1,11841,Misc / Tools
IWu147zvpRWb,11,easy,1,11841,Misc / Tools
IWu147zvpRWb,12,easy,1,11841,Misc / Tools
IWu147zvpRWb,13,easy,1,14985,Misc / Tools
IWu147zvpRWb,14,medium,0,28216,Data & Features
IWu147zvpRWb,15,medium,0,28033,Data & Features
IWu147zvpRWb,16,easy,0,28425,Data & Features
IWu147zvpRWb,17,easy,0,23687,Data & Features
IWu147zvpRWb,18,hard,0,26719,Clustering & Unsupervised
IWu147zvpRWb,19,easy,1,14126,Clustering & Unsupervised
IWu147zvpRWb,20,hard,0,23923,Data & Features
IWu147zvpRWb,21,hard,0,23610,Misc / Tools
